8, 157, 0, 0
157, 8, 0, 0
8, 157, 0, 0
157, 8, 0, 0
8, 157, 0, 0
157, 8, 0, 0
8, 157, 0, 0
157, 8, 0, 0
8, 157, 0, 0
157, 8, 0, 0
8, 157, 0, 0
157, 8, 0, 0
8, 157, 0, 0
157, 8, 0, 0
8, 157, 0, 0
157, 8, 0, 0
8, 157, 0, 0
157, 8, 0, 0
8, 157, 0, 0
157, 8, 0, 0
8, 157, 0, 0
157, 8, 0, 0
8, 157, 0, 0
157, 8, 0, 0
8, 157, 0, 0
157, 8, 0, 0
8, 157, 0, 0
157, 8, 0, 0
8, 157, 0, 0
157, 8, 0, 0
8, 157, 0, 0
157, 8, 0, 0
8, 157, 0, 0
157, 8, 0, 0
8, 157, 0, 0
157, 8, 0, 0
8, 157, 0, 0
157, 8, 0, 0
8, 157, 0, 0
157, 8, 0, 0
8, 157, 0, 0
157, 8, 0, 0
8, 157, 0, 0
157, 8, 0, 0
8, 157, 0, 0
157, 8, 0, 0
8, 157, 0, 0
157, 8, 0, 0
8, 157, 0, 0
157, 8, 0, 0
8, 157, 0, 0
157, 8, 0, 0
8, 157, 0, 0
157, 8, 0, 0
8, 157, 0, 0
157, 8, 0, 0
8, 157, 0, 0
157, 8, 0, 0
8, 157, 0, 0
157, 8, 0, 0
8, 157, 0, 0
157, 8, 0, 0
8, 157, 0, 0
157, 8, 0, 0
8, 157, 0, 0
157, 8, 0, 0
8, 157, 0, 0
157, 8, 0, 0
8, 157, 0, 0
157, 8, 0, 0
8, 157, 0, 0
157, 8, 0, 0
8, 157, 0, 0
157, 8, 0, 0
8, 157, 0, 0
157, 8, 0, 0
8, 157, 0, 0
157, 8, 0, 0
8, 157, 0, 0
157, 8, 0, 0
8, 157, 0, 0
157, 8, 0, 0
8, 157, 0, 0
157, 8, 0, 0
8, 157, 0, 0
157, 8, 0, 0
8, 157, 0, 0
157, 8, 0, 0
8, 157, 0, 0
157, 8, 0, 0
8, 157, 0, 0
157, 8, 0, 0
8, 157, 0, 0
157, 8, 0, 0
8, 157, 0, 0
157, 8, 0, 0
8, 157, 0, 0
157, 8, 0, 0
8, 157, 0, 0
157, 8, 0, 0
8, 157, 0, 0
157, 8, 0, 0
8, 157, 0, 0
157, 8, 0, 0
8, 157, 0, 0
157, 8, 0, 0
8, 157, 0, 0
157, 8, 0, 0
8, 157, 0, 0
157, 8, 0, 0
8, 157, 0, 0
157, 8, 0, 0
8, 157, 0, 0
157, 8, 0, 0
8, 157, 0, 0
157, 8, 0, 0
8, 157, 0, 0
157, 8, 0, 0
8, 157, 0, 0
157, 8, 0, 0
8, 157, 0, 0
157, 8, 0, 0
8, 157, 0, 0
157, 8, 0, 0
8, 157, 0, 0
157, 8, 0, 0
8, 157, 0, 0
157, 8, 0, 0
8, 157, 0, 0
157, 8, 0, 0
8, 157, 0, 0
157, 8, 0, 0
8, 157, 0, 0
157, 8, 0, 0
8, 157, 0, 0
157, 8, 0, 0
8, 157, 0, 0
157, 8, 0, 0
8, 157, 0, 0
157, 8, 0, 0
8, 157, 0, 0
157, 8, 0, 0
8, 157, 0, 0
157, 8, 0, 0
8, 157, 0, 0
157, 8, 0, 0
8, 157, 0, 0
157, 8, 0, 0
8, 157, 0, 0
157, 8, 0, 0
